epoch,train_loss,test_accuracy,epoch_time_seconds
1,1.0660309594680821,0.7556914893617022,8.09504771232605
2,0.6304133081328276,0.793563829787234,3.2786080837249756
3,0.5345029646185189,0.7982978723404255,3.100721597671509
4,0.4834378644891454,0.8089893617021277,3.4907140731811523
5,0.4468333922090574,0.8126063829787235,3.234271287918091
6,0.4309183053031766,0.8184574468085106,3.346324920654297
7,0.40990643547131467,0.8151595744680851,3.3949763774871826
8,0.40617605045909794,0.8186170212765957,3.624741554260254
9,0.39111664621538705,0.8182446808510638,3.42691969871521
10,0.38931877661614395,0.8207978723404256,3.528454065322876
11,0.3893051565502564,0.816968085106383,3.546125888824463
12,0.3859470141419458,0.8209042553191489,3.3073487281799316
13,0.3840378835729884,0.8136170212765957,3.5925803184509277
14,0.38502086988941037,0.8221276595744681,3.2373456954956055
15,0.37533935472976027,0.8181914893617022,3.075026512145996
16,0.3823234266285443,0.8201063829787234,3.2677509784698486
17,0.381220970623094,0.8123404255319149,3.112358570098877
18,0.379286653181007,0.801595744680851,3.4560024738311768
19,0.38298423554562877,0.8176595744680851,3.467388153076172
20,0.3880395406511574,0.813031914893617,3.088564157485962
21,0.37980335505839385,0.8074468085106383,3.41845703125
22,0.3795804839867812,0.8154787234042553,3.1840622425079346
23,0.37674844939244817,0.8191489361702128,3.2359542846679688
24,0.38132400965798496,0.8142021276595744,3.2780022621154785
25,0.37673542240626134,0.8182978723404255,4.262853145599365
