epoch,train_loss,test_accuracy,epoch_time_seconds
1,0.15679715739797428,0.9767,12.064779043197632
2,0.06931653805474229,0.978075,7.088684558868408
3,0.06151471443093026,0.979725,7.038415193557739
4,0.05676087954325844,0.982,9.165129899978638
5,0.054737111035265774,0.982975,8.965511560440063
6,0.05587686461084751,0.97995,6.907230377197266
7,0.054920475842601964,0.980625,6.602788925170898
8,0.05746109960978028,0.98085,6.201328992843628
9,0.058770968797189724,0.980075,6.549659013748169
10,0.059216498315874444,0.980975,6.400004148483276
11,0.06109005603780434,0.982475,6.432236194610596
12,0.05768398183590568,0.981125,6.768843173980713
13,0.06274611272537378,0.97585,6.621166229248047
14,0.06047283711312994,0.981975,6.659437656402588
15,0.06278526701374666,0.98125,6.794771194458008
16,0.0650928784638389,0.979625,6.676318168640137
17,0.06162063984760344,0.978375,6.779503107070923
18,0.06010339883710149,0.977675,7.39915657043457
19,0.06369415830685766,0.979,7.0083324909210205
20,0.06391463338184966,0.978675,6.727177381515503
21,0.06569660072133485,0.97875,6.43750262260437
22,0.06447046870059932,0.9794,6.450628042221069
23,0.06603377409327005,0.97765,6.883324861526489
24,0.06530216530457869,0.98055,6.595963716506958
25,0.06711414189878176,0.97955,6.547600030899048
