epoch,train_loss,test_accuracy,epoch_time_seconds
1,1.0978503928321306,0.8399519230769231,9.699939966201782
2,0.4109568374811626,0.8815384615384615,5.4658122062683105
3,0.32387272079215673,0.8999038461538461,5.4265220165252686
4,0.2767464671833593,0.9108173076923077,5.774741172790527
5,0.2535952776670456,0.9108653846153846,5.614692687988281
6,0.23027992804275185,0.9193269230769231,4.654775857925415
7,0.21705523695124954,0.9266826923076923,4.525014162063599
8,0.20650726129285624,0.9238942307692307,4.650573015213013
9,0.19766573491887968,0.9210096153846153,5.050657510757446
10,0.18501240537181252,0.9273557692307692,5.577911138534546
11,0.17903161268742357,0.9271153846153846,4.91270112991333
12,0.17270164115384953,0.9282211538461539,5.530001163482666
13,0.1633247245469543,0.9289903846153846,5.482203006744385
14,0.1641973694328402,0.9333653846153847,5.159132242202759
15,0.1544833784831352,0.9334134615384615,5.290863990783691
16,0.1517665815829742,0.9317307692307693,5.12568736076355
17,0.14433349693407777,0.93375,5.577856063842773
18,0.1417411159357575,0.9359134615384616,5.101289510726929
19,0.13383230313536573,0.9353846153846154,5.360514879226685
20,0.13298745627408146,0.9297596153846154,5.010463714599609
21,0.1285150223945985,0.9369711538461538,6.015868902206421
22,0.12638732760411794,0.9329807692307692,6.0122175216674805
23,0.1202747288053153,0.9340384615384615,5.6430253982543945
24,0.11927918338629066,0.9349519230769231,5.094644546508789
25,0.11685599198900774,0.9340865384615384,5.457597732543945
